country_code,country_name,year,value
ARG,Argentina,2003,253.4333333333333
ARG,Argentina,2004,240.86666666666665
ARG,Argentina,2005,235.7833333333333
ARG,Argentina,2006,232.36666666666667
ARG,Argentina,2007,235.5
ARG,Argentina,2008,224.25
ARG,Argentina,2009,222.65
ARG,Argentina,2010,221.9
ARG,Argentina,2011,217.79999999999998
ARG,Argentina,2012,218.51666666666665
ARG,Argentina,2013,221.6833333333333
ARG,Argentina,2014,217.66666666666666
ARG,Argentina,2015,224.25
ARG,Argentina,2016,231.28333333333333
ARG,Argentina,2017,219.6
ARG,Argentina,2018,214.78333333333333
ARG,Argentina,2019,209.86666666666667
ARG,Argentina,2020,234.9333333333333
ARG,Argentina,2021,292.1
AUS,Australia,2003,143.81666666666666
AUS,Australia,2004,136.93333333333334
AUS,Australia,2006,128.70000000000002
AUS,Australia,2007,124.13333333333333
AUS,Australia,2008,123.68333333333332
AUS,Australia,2009,119.93333333333334
AUS,Australia,2010,115.2
AUS,Australia,2011,113.73333333333333
AUS,Australia,2012,108.45
AUS,Australia,2013,107.48333333333333
AUS,Australia,2014,107.83333333333333
AUS,Australia,2015,108.56666666666666
AUS,Australia,2016,104.64999999999999
AUS,Australia,2017,102.58333333333333
AUS,Australia,2018,100.0
AUS,Australia,2019,103.78333333333335
AUS,Australia,2020,96.10000000000001
AUS,Australia,2021,96.16666666666667
AUS,Australia,2022,101.43333333333334
AUT,Austria,2003,183.41666666666666
AUT,Austria,2004,173.04999999999998
AUT,Austria,2005,167.53333333333333
AUT,Austria,2006,160.58333333333334
AUT,Austria,2007,155.15
AUT,Austria,2008,147.1
AUT,Austria,2009,148.16666666666666
AUT,Austria,2010,143.56666666666666
AUT,Austria,2011,137.73333333333335
AUT,Austria,2012,135.95000000000002
AUT,Austria,2013,132.73333333333332
AUT,Austria,2014,130.6
AUT,Austria,2015,133.03333333333333
AUT,Austria,2016,129.56666666666666
AUT,Austria,2017,125.93333333333334
AUT,Austria,2018,125.11666666666667
AUT,Austria,2019,121.88333333333333
AUT,Austria,2020,124.83333333333333
AUT,Austria,2021,128.51666666666665
BEL,Belgium,2003,174.98333333333335
BEL,Belgium,2004,166.1
BEL,Belgium,2005,166.15
BEL,Belgium,2006,156.35
BEL,Belgium,2007,154.88333333333333
BEL,Belgium,2008,153.08333333333334
BEL,Belgium,2009,148.83333333333334
BEL,Belgium,2010,144.73333333333332
BEL,Belgium,2011,140.1833333333333
BEL,Belgium,2012,138.48333333333335
BEL,Belgium,2013,135.83333333333334
BEL,Belgium,2014,127.64999999999999
BEL,Belgium,2015,126.7
BEL,Belgium,2016,121.86666666666667
BEL,Belgium,2017,119.13333333333333
BEL,Belgium,2018,117.66666666666667
BEL,Belgium,2019,111.75
BEL,Belgium,2020,123.61666666666667
BGR,Bulgaria,2005,354.75
BGR,Bulgaria,2006,339.3666666666667
BGR,Bulgaria,2007,334.96666666666664
BGR,Bulgaria,2008,319.15000000000003
BGR,Bulgaria,2009,298.5
BGR,Bulgaria,2010,285.3
BGR,Bulgaria,2011,269.4833333333333
BGR,Bulgaria,2012,281.85
BGR,Bulgaria,2013,263.8833333333333
BGR,Bulgaria,2014,273.0833333333333
BGR,Bulgaria,2015,269.73333333333335
BGR,Bulgaria,2016,261.90000000000003
BGR,Bulgaria,2017,258.43333333333334
BGR,Bulgaria,2018,254.63333333333333
BGR,Bulgaria,2019,257.06666666666666
BGR,Bulgaria,2020,312.1333333333333
BGR,Bulgaria,2021,379.68333333333334
BRA,Brazil,2003,274.3666666666667
BRA,Brazil,2004,275.2
BRA,Brazil,2005,267.34999999999997
BRA,Brazil,2006,270.21666666666664
BRA,Brazil,2007,266.31666666666666
BRA,Brazil,2008,266.5833333333333
BRA,Brazil,2009,265.15000000000003
BRA,Brazil,2010,263.93333333333334
BRA,Brazil,2011,263.8666666666667
BRA,Brazil,2012,258.3333333333333
BRA,Brazil,2013,257.90000000000003
BRA,Brazil,2014,252.95000000000002
BRA,Brazil,2015,251.08333333333334
BRA,Brazil,2016,253.94999999999996
BRA,Brazil,2017,246.5
BRA,Brazil,2018,241.1833333333333
BRA,Brazil,2019,237.25
BRA,Brazil,2020,266.76666666666665
BRA,Brazil,2021,320.34999999999997
CAN,Canada,2003,163.25
CAN,Canada,2004,157.8166666666667
CAN,Canada,2005,155.70000000000002
CAN,Canada,2006,147.9
CAN,Canada,2007,149.25
CAN,Canada,2008,146.61666666666667
CAN,Canada,2009,140.58333333333334
CAN,Canada,2010,136.35
CAN,Canada,2011,132.26666666666668
CAN,Canada,2012,130.96666666666667
CAN,Canada,2013,129.15
CAN,Canada,2014,128.71666666666667
CAN,Canada,2015,126.55
CAN,Canada,2016,123.28333333333335
CAN,Canada,2017,122.58333333333333
CAN,Canada,2018,123.06666666666666
CAN,Canada,2019,119.41666666666667
CAN,Canada,2020,124.81666666666666
CAN,Canada,2021,126.35000000000001
CAN,Canada,2022,121.41666666666667
CHE,Switzerland,2003,130.04999999999998
CHE,Switzerland,2004,122.73333333333333
CHE,Switzerland,2005,122.56666666666666
CHE,Switzerland,2006,117.25
CHE,Switzerland,2007,116.36666666666666
CHE,Switzerland,2008,112.64999999999999
CHE,Switzerland,2009,111.06666666666666
CHE,Switzerland,2010,106.45
CHE,Switzerland,2011,101.78333333333335
CHE,Switzerland,2012,99.2
CHE,Switzerland,2013,96.88333333333333
CHE,Switzerland,2014,93.41666666666667
CHE,Switzerland,2015,93.16666666666667
CHE,Switzerland,2016,88.26666666666667
CHE,Switzerland,2017,86.91666666666667
CHE,Switzerland,2018,85.81666666666666
CHE,Switzerland,2019,82.78333333333333
CHE,Switzerland,2020,86.91666666666667
CHE,Switzerland,2021,84.61666666666666
CHL,Chile,2003,204.63333333333333
CHL,Chile,2004,200.6833333333333
CHL,Chile,2005,193.70000000000002
CHL,Chile,2006,188.93333333333337
CHL,Chile,2007,185.0666666666667
CHL,Chile,2008,178.64999999999998
CHL,Chile,2009,180.95000000000002
CHL,Chile,2010,181.65
CHL,Chile,2011,168.73333333333332
CHL,Chile,2012,166.93333333333334
CHL,Chile,2013,167.73333333333335
CHL,Chile,2014,166.73333333333335
CHL,Chile,2015,162.51666666666668
CHL,Chile,2016,155.5
CHL,Chile,2017,149.29999999999998
CHL,Chile,2018,143.03333333333333
CHL,Chile,2019,144.7
CHL,Chile,2020,163.73333333333332
CHL,Chile,2021,173.88333333333333
COL,Colombia,2003,253.48333333333335
COL,Colombia,2004,246.0
COL,Colombia,2005,236.16666666666666
COL,Colombia,2006,232.28333333333333
COL,Colombia,2007,223.16666666666666
COL,Colombia,2008,219.20000000000002
COL,Colombia,2009,209.5
COL,Colombia,2010,203.71666666666667
COL,Colombia,2011,190.61666666666667
COL,Colombia,2012,191.20000000000002
COL,Colombia,2013,187.15
COL,Colombia,2014,182.31666666666663
COL,Colombia,2015,183.63333333333333
COL,Colombia,2016,184.1
COL,Colombia,2017,178.8166666666667
COL,Colombia,2018,181.76666666666665
COL,Colombia,2019,176.5666666666667
COL,Colombia,2020,220.41666666666666
COL,Colombia,2021,273.2
CRI,Costa Rica,2003,207.8166666666667
CRI,Costa Rica,2004,203.3166666666667
CRI,Costa Rica,2005,186.83333333333334
CRI,Costa Rica,2006,191.29999999999998
CRI,Costa Rica,2007,166.85
CRI,Costa Rica,2008,167.53333333333333
CRI,Costa Rica,2009,165.88333333333333
CRI,Costa Rica,2010,184.70000000000002
CRI,Costa Rica,2011,171.20000000000002
CRI,Costa Rica,2012,165.79999999999998
CRI,Costa Rica,2013,162.36666666666667
CRI,Costa Rica,2014,163.36666666666667
CRI,Costa Rica,2015,163.9
CRI,Costa Rica,2016,167.0
CRI,Costa Rica,2017,163.83333333333334
CRI,Costa Rica,2018,168.56666666666666
CRI,Costa Rica,2019,171.25
CRI,Costa Rica,2020,176.6833333333333
CZE,Czechia,2003,290.40000000000003
CZE,Czechia,2004,276.7
CZE,Czechia,2005,264.5333333333333
CZE,Czechia,2006,251.11666666666667
CZE,Czechia,2007,245.75
CZE,Czechia,2008,237.5666666666667
CZE,Czechia,2009,233.8166666666667
CZE,Czechia,2010,228.41666666666666
CZE,Czechia,2011,216.11666666666667
CZE,Czechia,2012,211.19999999999996
CZE,Czechia,2013,209.01666666666665
CZE,Czechia,2014,193.63333333333335
CZE,Czechia,2015,196.70000000000002
CZE,Czechia,2016,186.38333333333333
CZE,Czechia,2017,186.1833333333333
CZE,Czechia,2018,182.8166666666667
CZE,Czechia,2019,176.8166666666667
CZE,Czechia,2020,190.21666666666667
CZE,Czechia,2021,221.04999999999998
DEU,Germany,2003,184.33333333333334
DEU,Germany,2004,174.63333333333333
DEU,Germany,2005,168.70000000000002
DEU,Germany,2006,162.05
DEU,Germany,2007,156.98333333333332
DEU,Germany,2008,152.9
DEU,Germany,2009,149.85
DEU,Germany,2010,146.13333333333333
DEU,Germany,2011,143.08333333333334
DEU,Germany,2012,139.75
DEU,Germany,2013,142.23333333333332
DEU,Germany,2014,136.13333333333333
DEU,Germany,2015,139.01666666666668
DEU,Germany,2016,136.11666666666667
DEU,Germany,2017,133.58333333333334
DEU,Germany,2018,133.75
DEU,Germany,2019,128.31666666666666
DEU,Germany,2020,130.91666666666666
DNK,Denmark,2003,206.21666666666667
DNK,Denmark,2004,199.1833333333333
DNK,Denmark,2005,188.88333333333333
DNK,Denmark,2006,186.51666666666665
DNK,Denmark,2007,177.23333333333335
DNK,Denmark,2008,168.96666666666667
DNK,Denmark,2009,162.73333333333332
DNK,Denmark,2010,158.9
DNK,Denmark,2011,147.06666666666666
DNK,Denmark,2012,143.16666666666666
DNK,Denmark,2013,136.13333333333335
DNK,Denmark,2014,132.13333333333333
DNK,Denmark,2015,130.63333333333333
DNK,Denmark,2016,131.28333333333333
DNK,Denmark,2017,124.64999999999999
DNK,Denmark,2018,120.0
DNK,Denmark,2019,118.11666666666667
DNK,Denmark,2020,114.06666666666666
DNK,Denmark,2021,107.31666666666666
ESP,Spain,2003,154.6
ESP,Spain,2004,145.71666666666667
ESP,Spain,2005,144.23333333333335
ESP,Spain,2006,137.26666666666668
ESP,Spain,2007,136.01666666666668
ESP,Spain,2008,130.68333333333334
ESP,Spain,2009,125.51666666666667
ESP,Spain,2010,120.69999999999999
ESP,Spain,2011,117.61666666666667
ESP,Spain,2012,114.0
ESP,Spain,2013,111.28333333333335
ESP,Spain,2014,108.5
ESP,Spain,2015,107.88333333333333
ESP,Spain,2016,106.36666666666667
ESP,Spain,2017,104.28333333333335
ESP,Spain,2018,102.61666666666667
ESP,Spain,2019,99.25
ESP,Spain,2020,111.7
ESP,Spain,2021,107.3
EST,Estonia,2003,410.1333333333334
EST,Estonia,2004,397.23333333333335
EST,Estonia,2005,367.55
EST,Estonia,2006,363.15000000000003
EST,Estonia,2007,352.6166666666666
EST,Estonia,2008,325.8833333333334
EST,Estonia,2009,311.8833333333334
EST,Estonia,2010,287.55
EST,Estonia,2011,271.31666666666666
EST,Estonia,2012,272.51666666666665
EST,Estonia,2013,248.13333333333333
EST,Estonia,2014,252.83333333333334
EST,Estonia,2015,232.9333333333333
EST,Estonia,2016,226.01666666666665
EST,Estonia,2017,223.26666666666665
EST,Estonia,2018,221.9333333333333
EST,Estonia,2019,208.36666666666667
EST,Estonia,2020,212.75
EST,Estonia,2021,243.70000000000002
EST,Estonia,2022,220.13333333333335
FIN,Finland,2003,185.76666666666665
FIN,Finland,2004,186.04999999999998
FIN,Finland,2005,179.5
FIN,Finland,2006,171.04999999999998
FIN,Finland,2007,169.91666666666666
FIN,Finland,2008,162.96666666666667
FIN,Finland,2009,161.33333333333334
FIN,Finland,2010,155.54999999999998
FIN,Finland,2011,148.23333333333335
FIN,Finland,2012,144.08333333333334
FIN,Finland,2013,139.23333333333332
FIN,Finland,2014,132.46666666666667
FIN,Finland,2015,127.95
FIN,Finland,2016,130.9333333333333
FIN,Finland,2017,127.75
FIN,Finland,2018,123.5
FIN,Finland,2019,119.36666666666667
FIN,Finland,2020,122.13333333333333
FIN,Finland,2021,120.60000000000001
FRA,France,2003,149.08333333333334
FRA,France,2004,140.51666666666668
FRA,France,2005,139.20000000000002
FRA,France,2006,134.33333333333334
FRA,France,2007,131.06666666666666
FRA,France,2008,128.61666666666667
FRA,France,2009,126.46666666666665
FRA,France,2010,122.81666666666666
FRA,France,2011,119.23333333333333
FRA,France,2012,115.33333333333333
FRA,France,2013,112.05000000000001
FRA,France,2014,108.98333333333333
FRA,France,2015,106.38333333333333
FRA,France,2016,104.60000000000001
FRA,France,2017,105.46666666666665
FRA,France,2018,104.25
FRA,France,2019,99.13333333333333
FRA,France,2020,104.96666666666665
GBR,United Kingdom,2003,197.20000000000002
GBR,United Kingdom,2004,186.61666666666667
GBR,United Kingdom,2005,180.61666666666667
GBR,United Kingdom,2006,175.0666666666667
GBR,United Kingdom,2007,169.76666666666668
GBR,United Kingdom,2008,166.31666666666666
GBR,United Kingdom,2009,158.01666666666665
GBR,United Kingdom,2010,153.4
GBR,United Kingdom,2011,146.11666666666667
GBR,United Kingdom,2012,141.0
GBR,United Kingdom,2013,139.61666666666667
GBR,United Kingdom,2014,137.26666666666665
GBR,United Kingdom,2015,138.51666666666665
GBR,United Kingdom,2016,138.4
GBR,United Kingdom,2017,135.38333333333333
GBR,United Kingdom,2018,140.0
GBR,United Kingdom,2019,132.71666666666667
GBR,United Kingdom,2020,147.28333333333333
GRC,Greece,2014,141.16666666666666
GRC,Greece,2015,145.03333333333333
GRC,Greece,2016,141.78333333333333
GRC,Greece,2017,140.03333333333333
GRC,Greece,2018,136.4
GRC,Greece,2019,138.36666666666665
GRC,Greece,2020,142.11666666666665
HRV,Croatia,2003,297.5
HRV,Croatia,2004,279.0
HRV,Croatia,2005,279.7666666666667
HRV,Croatia,2006,266.7333333333333
HRV,Croatia,2007,263.9166666666667
HRV,Croatia,2008,260.3833333333333
HRV,Croatia,2009,251.38333333333333
HRV,Croatia,2010,246.76666666666668
HRV,Croatia,2011,235.29999999999998
HRV,Croatia,2012,231.5
HRV,Croatia,2013,218.70000000000002
HRV,Croatia,2014,219.38333333333333
HRV,Croatia,2015,225.33333333333334
HRV,Croatia,2016,212.76666666666665
HRV,Croatia,2017,212.03333333333333
HRV,Croatia,2018,210.41666666666666
HRV,Croatia,2019,203.53333333333333
HRV,Croatia,2020,217.9
HRV,Croatia,2021,243.68333333333337
HUN,Hungary,2003,406.0833333333333
HUN,Hungary,2004,390.26666666666665
HUN,Hungary,2005,385.23333333333335
HUN,Hungary,2006,368.55
HUN,Hungary,2007,362.84999999999997
HUN,Hungary,2008,349.7166666666667
HUN,Hungary,2009,346.5333333333333
HUN,Hungary,2010,334.6333333333333
HUN,Hungary,2011,324.93333333333334
HUN,Hungary,2012,313.1
HUN,Hungary,2013,298.28333333333336
HUN,Hungary,2014,295.43333333333334
HUN,Hungary,2015,297.71666666666664
HUN,Hungary,2016,287.2
HUN,Hungary,2017,290.3666666666666
HUN,Hungary,2018,287.15
HUN,Hungary,2019,279.8
HUN,Hungary,2020,298.98333333333335
HUN,Hungary,2021,350.7166666666667
HUN,Hungary,2022,290.93333333333334
IRL,Ireland,2007,165.33333333333334
IRL,Ireland,2008,163.3
IRL,Ireland,2009,160.53333333333333
IRL,Ireland,2010,143.33333333333334
IRL,Ireland,2011,143.35
IRL,Ireland,2012,138.70000000000002
IRL,Ireland,2013,134.13333333333333
IRL,Ireland,2014,129.83333333333334
IRL,Ireland,2015,126.14999999999999
IRL,Ireland,2016,121.8
IRL,Ireland,2017,112.75
IRL,Ireland,2018,117.71666666666665
IRL,Ireland,2019,109.71666666666665
IRL,Ireland,2020,113.8
ISL,Iceland,2003,138.04999999999998
ISL,Iceland,2004,133.73333333333332
ISL,Iceland,2005,124.91666666666667
ISL,Iceland,2006,135.20000000000002
ISL,Iceland,2007,130.31666666666666
ISL,Iceland,2008,125.55
ISL,Iceland,2009,114.38333333333333
ISL,Iceland,2010,109.58333333333333
ISL,Iceland,2011,104.39999999999999
ISL,Iceland,2012,100.41666666666667
ISL,Iceland,2013,106.88333333333333
ISL,Iceland,2014,97.03333333333332
ISL,Iceland,2015,102.86666666666667
ISL,Iceland,2016,102.48333333333333
ISL,Iceland,2017,98.13333333333334
ISL,Iceland,2018,99.38333333333333
ISL,Iceland,2019,91.25
ISL,Iceland,2020,89.25
ISL,Iceland,2021,95.44999999999999
ISL,Iceland,2022,99.46666666666665
ISR,Israel,2003,159.20000000000002
ISR,Israel,2004,153.01666666666665
ISR,Israel,2005,150.51666666666668
ISR,Israel,2006,143.15
ISR,Israel,2007,140.73333333333335
ISR,Israel,2008,132.1
ISR,Israel,2009,124.76666666666667
ISR,Israel,2010,124.08333333333333
ISR,Israel,2011,122.5
ISR,Israel,2012,118.66666666666667
ISR,Israel,2013,114.38333333333333
ISR,Israel,2014,110.08333333333333
ISR,Israel,2015,111.61666666666667
ISR,Israel,2016,106.39999999999999
ISR,Israel,2017,100.61666666666667
ISR,Israel,2018,98.48333333333333
ISR,Israel,2019,97.83333333333333
ISR,Israel,2020,100.38333333333333
ISR,Israel,2021,104.56666666666666
ITA,Italy,2003,148.26666666666668
ITA,Italy,2004,138.95000000000002
ITA,Italy,2005,135.78333333333333
ITA,Italy,2006,129.96666666666667
ITA,Italy,2007,126.73333333333333
ITA,Italy,2008,123.55
ITA,Italy,2009,120.81666666666666
ITA,Italy,2010,116.11666666666667
ITA,Italy,2011,116.13333333333333
ITA,Italy,2012,114.41666666666667
ITA,Italy,2013,109.10000000000001
ITA,Italy,2014,105.3
ITA,Italy,2015,107.28333333333335
ITA,Italy,2016,101.96666666666665
ITA,Italy,2017,101.28333333333335
ITA,Italy,2018,98.86666666666667
ITA,Italy,2019,94.8
ITA,Italy,2020,109.5
JPN,Japan,2003,139.66666666666666
JPN,Japan,2004,135.6
JPN,Japan,2005,134.66666666666666
JPN,Japan,2006,130.41666666666666
JPN,Japan,2007,127.46666666666665
JPN,Japan,2008,124.68333333333334
JPN,Japan,2009,120.36666666666667
JPN,Japan,2010,119.06666666666666
JPN,Japan,2011,122.73333333333335
JPN,Japan,2012,113.58333333333333
JPN,Japan,2013,110.11666666666667
JPN,Japan,2014,107.76666666666667
JPN,Japan,2015,104.48333333333333
JPN,Japan,2016,102.43333333333334
JPN,Japan,2017,97.93333333333334
JPN,Japan,2018,96.33333333333333
JPN,Japan,2019,94.33333333333333
JPN,Japan,2020,92.28333333333335
JPN,Japan,2021,92.41666666666667
KOR,Korea,2003,220.85
KOR,Korea,2004,209.4333333333333
KOR,Korea,2005,195.11666666666667
KOR,Korea,2006,183.11666666666667
KOR,Korea,2007,173.11666666666667
KOR,Korea,2008,161.63333333333333
KOR,Korea,2009,153.1
KOR,Korea,2010,148.11666666666667
KOR,Korea,2011,140.45000000000002
KOR,Korea,2012,134.04999999999998
KOR,Korea,2013,126.23333333333335
KOR,Korea,2014,120.5
KOR,Korea,2015,115.66666666666667
KOR,Korea,2016,111.05
KOR,Korea,2017,103.76666666666667
KOR,Korea,2018,100.71666666666665
KOR,Korea,2019,96.35000000000001
KOR,Korea,2020,93.48333333333335
KOR,Korea,2021,93.56666666666666
LTU,Lithuania,2003,405.68333333333334
LTU,Lithuania,2004,407.40000000000003
LTU,Lithuania,2005,435.76666666666665
LTU,Lithuania,2006,445.3333333333333
LTU,Lithuania,2007,451.90000000000003
LTU,Lithuania,2008,421.55
LTU,Lithuania,2009,386.25
LTU,Lithuania,2010,374.11666666666673
LTU,Lithuania,2011,363.23333333333335
LTU,Lithuania,2012,357.4166666666667
LTU,Lithuania,2013,349.55
LTU,Lithuania,2014,329.3833333333333
LTU,Lithuania,2015,338.5
LTU,Lithuania,2016,327.03333333333336
LTU,Lithuania,2017,295.9666666666667
LTU,Lithuania,2018,289.95
LTU,Lithuania,2019,281.65000000000003
LTU,Lithuania,2020,321.06666666666666
LTU,Lithuania,2021,330.5
LTU,Lithuania,2022,291.21666666666664
LUX,Luxembourg,2003,183.83333333333334
LUX,Luxembourg,2004,145.20000000000002
LUX,Luxembourg,2005,151.71666666666667
LUX,Luxembourg,2006,159.41666666666666
LUX,Luxembourg,2007,148.41666666666666
LUX,Luxembourg,2008,131.4
LUX,Luxembourg,2009,131.65
LUX,Luxembourg,2010,133.23333333333332
LUX,Luxembourg,2011,125.06666666666666
LUX,Luxembourg,2012,118.85000000000001
LUX,Luxembourg,2013,121.91666666666667
LUX,Luxembourg,2014,110.60000000000001
LUX,Luxembourg,2015,107.5
LUX,Luxembourg,2016,109.0
LUX,Luxembourg,2017,109.13333333333333
LUX,Luxembourg,2018,103.85000000000001
LUX,Luxembourg,2019,96.8
LUX,Luxembourg,2020,100.46666666666665
LUX,Luxembourg,2021,94.81666666666666
LUX,Luxembourg,2022,91.89999999999999
LVA,Latvia,2003,450.5333333333333
LVA,Latvia,2004,443.73333333333335
LVA,Latvia,2005,453.09999999999997
LVA,Latvia,2006,457.26666666666665
LVA,Latvia,2007,434.48333333333335
LVA,Latvia,2008,409.8833333333334
LVA,Latvia,2009,389.0833333333333
LVA,Latvia,2010,385.95
LVA,Latvia,2011,367.48333333333335
LVA,Latvia,2012,356.3166666666666
LVA,Latvia,2013,347.8166666666666
LVA,Latvia,2014,333.9166666666667
